UF,COD. UF,COD. MUNIC,NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA,,,,,,
PR,41,26504,Sertanópolis,"16,413",,,,,,
PR,41,26603,Siqueira Campos,"21,249",,,,,,
PR,41,26652,Sulina,"2,930",,,,,,
PR,41,26678,Tamarana,"15,040",,,,,,
PR,41,26702,Tamboara,"5,158",,,,,,
PR,41,26801,Tapejara,"16,345",,,,,,
PR,41,26900,Tapira,"5,495",,,,,,
PR,41,27007,Teixeira Soares,"12,567",,,,,,
PR,41,27106,Telêmaco Borba,"79,792",,,,,,
PR,41,27205,Terra Boa,"17,200",,,,,,
PR,41,27304,Terra Rica,"16,924",,,,,,
PR,41,27403,Terra Roxa,"17,522",,,,,,
PR,41,27502,Tibagi,"20,607",,,,,,
PR,41,27601,Tijucas do Sul,"17,084",,,,,,
PR,41,27700,Toledo,"142,645",,,,,,
PR,41,27809,Tomazina,"7,807",,,,,,
PR,41,27858,Três Barras do Paraná,"12,038",,,,,,
PR,41,27882,Tunas do Paraná,"9,022",,,,,,
PR,41,27908,Tuneiras do Oeste,"8,533",,,,,,
PR,41,27957,Tupãssi,"8,109",,,,,,
PR,41,27965,Turvo,"13,095",,,,,,
PR,41,28005,Ubiratã,"20,909",,,,,,
PR,41,28104,Umuarama,"112,500",,,,,,
PR,41,28203,União da Vitória,"57,913",,,,,,
PR,41,28302,Uniflor,"2,614",,,,,,
PR,41,28401,Uraí,"11,273",,,,,,
PR,41,28500,Wenceslau Braz,"19,386",,,,,,
PR,41,28534,Ventania,"12,088",,,,,,
PR,41,28559,Vera Cruz do Oeste,"8,454",,,,,,
PR,41,28609,Verê,"7,174",,,,,,
PR,41,28625,Alto Paraíso,"2,685",,,,,,
PR,41,28633,Doutor Ulysses,"5,552",,,,,,
PR,41,28658,Virmond,"4,022",,,,,,
PR,41,28708,Vitorino,"6,859",,,,,,
PR,41,28807,Xambrê,"5,630",,,,,,
SC,42,00051,Abdon Batista,"2,548",,,,,,
SC,42,00101,Abelardo Luz,"17,960",,,,,,
SC,42,00200,Agrolândia,"11,013",,,,,,
SC,42,00309,Agronômica,"5,509",,,,,,
SC,42,00408,Água Doce,"7,152",,,,,,
SC,42,00507,Águas de Chapecó,"6,515",,,,,,
SC,42,00556,Águas Frias,"2,354",,,,,,
SC,42,00606,Águas Mornas,"6,559",,,,,,
SC,42,00705,Alfredo Wagner,"10,086",,,,,,
SC,42,00754,Alto Bela Vista,"1,926",,,,,,
SC,42,00804,Anchieta,"5,557",,,,,,
SC,42,00903,Angelina,"4,743",,,,,,
SC,42,01000,Anita Garibaldi,"6,957",,,,,,
SC,42,01109,Anitápolis,"3,228",,,,,,
SC,42,01208,Antônio Carlos,"8,613",,,,,,
SC,42,01257,Apiúna,"10,848",,,,,,
SC,42,01273,Arabutã,"4,267",,,,,,
SC,42,01307,Araquari,"39,524",,,,,,
SC,42,01406,Araranguá,"68,867",,,,,,
SC,42,01505,Armazém,"8,759",,,,,,
SC,42,01604,Arroio Trinta,"3,549",,,,,,
SC,42,01653,Arvoredo,"2,234",,,,,,
SC,42,01703,Ascurra,"7,978",,,,,,
SC,42,01802,Atalanta,"3,195",,,,,,
SC,42,01901,Aurora,"5,683",,,,,,
SC,42,01950,Balneário Arroio do Silva,"13,430",,,,,,
SC,42,02008,Balneário Camboriú,"145,796",,,,,,
SC,42,02057,Balneário Barra do Sul,"11,035",,,,,,
SC,42,02073,Balneário Gaivota,"11,260",,,,,,
SC,42,02081,Bandeirante,"2,648",,,,,,
SC,42,02099,Barra Bonita,"1,651",,,,,,
SC,42,02107,Barra Velha,"29,860",,,,,,
SC,42,02131,Bela Vista do Toldo,"6,362",,,,,,
SC,42,02156,Belmonte,"2,709",,,,,,
SC,42,02206,Benedito Novo,"11,775",,,,,,
SC,42,02305,Biguaçu,"69,486",,,,,,
SC,42,02404,Blumenau,"361,855",,,,,,
SC,42,02438,Bocaina do Sul,"3,488",,,,,,
SC,42,02453,Bombinhas,"20,335",,,,,,
SC,42,02503,Bom Jardim da Serra,"4,772",,,,,,
SC,42,02537,Bom Jesus,"3,057",,,,,,
SC,42,02578,Bom Jesus do Oeste,"2,139",,,,,,
SC,42,02602,Bom Retiro,"10,060",,,,,,
SC,42,02701,Botuverá,"5,322",,,,,,
SC,42,02800,Braço do Norte,"33,876",,,,,,
SC,42,02859,Braço do Trombudo,"3,769",,,,,,
SC,42,02875,Brunópolis,"2,368",,,,,,
SC,42,02909,Brusque,"137,689",,,,,,
SC,42,03006,Caçador,"79,313",,,,,,
SC,42,03105,Caibi,"6,130",,,,,,
SC,42,03154,Calmon,"3,335",,,,,,
SC,42,03204,Camboriú,"85,105",,,,,,
SC,42,03253,Capão Alto,"2,496",,,,,,
SC,42,03303,Campo Alegre,"11,981",,,,,,
SC,42,03402,Campo Belo do Sul,"6,952",,,,,,
SC,42,03501,Campo Erê,"8,418",,,,,,
SC,42,03600,Campos Novos,"36,556",,,,,,
SC,42,03709,Canelinha,"12,398",,,,,,
SC,42,03808,Canoinhas,"54,480",,,,,,
SC,42,03907,Capinzal,"23,035",,,,,,
SC,42,03956,Capivari de Baixo,"25,177",,,,,,
SC,42,04004,Catanduvas,"10,984",,,,,,
SC,42,04103,Caxambu do Sul,"3,551",,,,,,
SC,42,04152,Celso Ramos,"2,719",,,,,,
SC,42,04178,Cerro Negro,"3,068",,,,,,
SC,42,04194,Chapadão do Lageado,"3,006",,,,,,
SC,42,04202,Chapecó,"224,013",,,,,,
SC,42,04251,Cocal do Sul,"16,821",,,,,,
SC,42,04301,Concórdia,"75,167",,,,,,
SC,42,04350,Cordilheira Alta,"4,520",,,,,,
SC,42,04400,Coronel Freitas,"9,940",,,,,,
SC,42,04459,Coronel Martins,"2,555",,,,,,
SC,42,04509,Corupá,"16,107",,,,,,
SC,42,04558,Correia Pinto,"12,553",,,,,,
SC,42,04608,Criciúma,"217,311",,,,,,
SC,42,04707,Cunha Porã,"11,118",,,,,,
SC,42,04756,Cunhataí,"1,967",,,,,,
SC,42,04806,Curitibanos,"39,893",,,,,,
SC,42,04905,Descanso,"8,192",,,,,,
SC,42,05001,Dionísio Cerqueira,"15,545",,,,,,
SC,42,05100,Dona Emma,"4,186",,,,,,
SC,42,05159,Doutor Pedrinho,"4,115",,,,,,
SC,42,05175,Entre Rios,"3,218",,,,,,
SC,42,05191,Ermo,"2,061",,,,,,
SC,42,05209,Erval Velho,"4,418",,,,,,
SC,42,05308,Faxinal dos Guedes,"10,649",,,,,,
SC,42,05357,Flor do Sertão,"1,579",,,,,,
SC,42,05407,Florianópolis,"508,826",,,,,,
SC,42,05431,Formosa do Sul,"2,495",,,,,,
SC,42,05456,Forquilhinha,"27,211",,,,,,
SC,42,05506,Fraiburgo,"36,584",,,,,,
SC,42,05555,Frei Rogério,"1,970",,,,,,
SC,42,05605,Galvão,"2,791",,,,,,
SC,42,05704,Garopaba,"23,579",,,,,,
SC,42,05803,Garuva,"18,484",,,,,,
SC,42,05902,Gaspar,"70,793",,,,,,
SC,42,06009,Governador Celso Ramos,"14,606",,,,,,
SC,42,06108,Grão Pará,"6,595",,,,,,
SC,42,06207,Gravatal,"11,577",,,,,,
SC,42,06306,Guabiruba,"24,382",,,,,,
SC,42,06405,Guaraciaba,"10,026",,,,,,
SC,42,06504,Guaramirim,"45,797",,,,,,
SC,42,06603,Guarujá do Sul,"5,178",,,,,,
SC,42,06652,Guatambú,"4,698",,,,,,
SC,42,06702,Herval d'Oeste,"22,714",,,,,,
SC,42,06751,Ibiam,"1,954",,,,,,
SC,42,06801,Ibicaré,"3,178",,,,,,
SC,42,06900,Ibirama,"19,096",,,,,,
SC,42,07007,Içara,"57,247",,,,,,
SC,42,07106,Ilhota,"14,359",,,,,,
SC,42,07205,Imaruí,"9,948",,,,,,
SC,42,07304,Imbituba,"45,286",,,,,,
SC,42,07403,Imbuia,"6,241",,,,,,
SC,42,07502,Indaial,"70,900",,,,,,
SC,42,07577,Iomerê,"2,962",,,,,,
SC,42,07601,Ipira,"4,406",,,,,,
SC,42,07650,Iporã do Oeste,"9,045",,,,,,
SC,42,07684,Ipuaçu,"7,579",,,,,,
SC,42,07700,Ipumirim,"7,620",,,,,,
SC,42,07759,Iraceminha,"3,938",,,,,,
SC,42,07809,Irani,"10,498",,,,,,
SC,42,07858,Irati,"1,909",,,,,,
SC,42,07908,Irineópolis,"11,289",,,,,,
SC,42,08005,Itá,"6,129",,,,,,
SC,42,08104,Itaiópolis,"21,780",,,,,,
SC,42,08203,Itajaí,"223,112",,,,,,
SC,42,08302,Itapema,"67,338",,,,,,
SC,42,08401,Itapiranga,"17,007",,,,,,
SC,42,08450,Itapoá,"21,177",,,,,,
SC,42,08500,Ituporanga,"25,355",,,,,,
SC,42,08609,Jaborá,"3,918",,,,,,
SC,42,08708,Jacinto Machado,"10,376",,,,,,
SC,42,08807,Jaguaruna,"20,288",,,,,,
SC,42,08906,Jaraguá do Sul,"181,173",,,,,,
SC,42,08955,Jardinópolis,"1,546",,,,,,
SC,42,09003,Joaçaba,"30,404",,,,,,
SC,42,09102,Joinville,"597,658",,,,,,
SC,42,09151,José Boiteux,"5,007",,,,,,
SC,42,09177,Jupiá,"2,092",,,,,,
SC,42,09201,Lacerdópolis,"2,247",,,,,,
SC,42,09300,Lages,"157,349",,,,,,
SC,42,09409,Laguna,"46,122",,,,,,
SC,42,09458,Lajeado Grande,"1,418",,,,,,
SC,42,09508,Laurentino,"7,063",,,,,,
SC,42,09607,Lauro Müller,"15,313",,,,,,
SC,42,09706,Lebon Régis,"12,115",,,,,,
SC,42,09805,Leoberto Leal,"3,000",,,,,,
SC,42,09854,Lindóia do Sul,"4,546",,,,,,
SC,42,09904,Lontras,"12,315",,,,,,
SC,42,10001,Luiz Alves,"13,107",,,,,,
SC,42,10035,Luzerna,"5,684",,,,,,
SC,42,10050,Macieira,"1,766",,,,,,
SC,42,10100,Mafra,"56,561",,,,,,
SC,42,10209,Major Gercino,"3,454",,,,,,
SC,42,10308,Major Vieira,"8,156",,,,,,
SC,42,10407,Maracajá,"7,378",,,,,,
SC,42,10506,Maravilha,"26,116",,,,,,
SC,42,10555,Marema,"1,750",,,,,,
SC,42,10605,Massaranduba,"17,125",,,,,,
SC,42,10704,Matos Costa,"2,480",,,,,,
SC,42,10803,Meleiro,"7,001",,,,,,
SC,42,10852,Mirim Doce,"2,283",,,,,,
SC,42,10902,Modelo,"4,218",,,,,,
SC,42,11009,Mondaí,"11,889",,,,,,
SC,42,11058,Monte Carlo,"9,906",,,,,,
SC,42,11108,Monte Castelo,"8,269",,,,,,
SC,42,11207,Morro da Fumaça,"17,947",,,,,,
SC,42,11256,Morro Grande,"2,888",,,,,,
SC,42,11306,Navegantes,"83,626",,,,,,
SC,42,11405,Nova Erechim,"5,092",,,,,,
SC,42,11454,Nova Itaberaba,"4,329",,,,,,
SC,42,11504,Nova Trento,"14,782",,,,,,
SC,42,11603,Nova Veneza,"15,342",,,,,,
SC,42,11652,Novo Horizonte,"2,404",,,,,,
SC,42,11702,Orleans,"23,038",,,,,,
SC,42,11751,Otacílio Costa,"18,975",,,,,,
SC,42,11801,Ouro,"7,272",,,,,,
SC,42,11850,Ouro Verde,"2,207",,,,,,
SC,42,11876,Paial,"1,474",,,,,,
SC,42,11892,Painel,"2,356",,,,,,
SC,42,11900,Palhoça,"175,272",,,,,,
SC,42,12007,Palma Sola,"7,372",,,,,,
SC,42,12056,Palmeira,"2,650",,,,,,
SC,42,12106,Palmitos,"16,157",,,,,,
SC,42,12205,Papanduva,"19,422",,,,,,
SC,42,12239,Paraíso,"3,360",,,,,,
SC,42,12254,Passo de Torres,"9,048",,,,,,
SC,42,12270,Passos Maia,"4,109",,,,,,
SC,42,12304,Paulo Lopes,"7,569",,,,,,
SC,42,12403,Pedras Grandes,"3,953",,,,,,
SC,42,12502,Penha,"33,284",,,,,,
SC,42,12601,Peritiba,"2,760",,,,,,
SC,42,12650,Pescaria Brava,"10,159",,,,,,
SC,42,12700,Petrolândia,"5,905",,,,,,
SC,42,12809,Balneário Piçarras,"23,772",,,,,,
SC,42,12908,Pinhalzinho,"20,712",,,,,,
SC,42,13005,Pinheiro Preto,"3,596",,,,,,
SC,42,13104,Piratuba,"3,745",,,,,,
SC,42,13153,Planalto Alegre,"2,888",,,,,,
SC,42,13203,Pomerode,"34,010",,,,,,
SC,42,13302,Ponte Alta,"4,650",,,,,,
SC,42,13351,Ponte Alta do Norte,"3,420",,,,,,
SC,42,13401,Ponte Serrada,"11,634",,,,,,
SC,42,13500,Porto Belo,"21,932",,,,,,
SC,42,13609,Porto União,"35,543",,,,,,
SC,42,13708,Pouso Redondo,"17,712",,,,,,
SC,42,13807,Praia Grande,"7,312",,,,,,
SC,42,13906,Presidente Castello Branco,"1,547",,,,,,
SC,42,14003,Presidente Getúlio,"17,726",,,,,,
SC,42,14102,Presidente Nereu,"2,283",,,,,,
SC,42,14151,Princesa,"2,937",,,,,,
SC,42,14201,Quilombo,"9,829",,,,,,
SC,42,14300,Rancho Queimado,"2,887",,,,,,
SC,42,14409,Rio das Antas,"6,202",,,,,,
SC,42,14508,Rio do Campo,"5,902",,,,,,
SC,42,14607,Rio do Oeste,"7,520",,,,,,
SC,42,14706,Rio dos Cedros,"11,808",,,,,,
SC,42,14805,Rio do Sul,"72,006",,,,,,
SC,42,14904,Rio Fortuna,"4,620",,,,,,
SC,42,15000,Rio Negrinho,"42,495",,,,,,
SC,42,15059,Rio Rufino,"2,483",,,,,,
SC,42,15075,Riqueza,"4,561",,,,,,
SC,42,15109,Rodeio,"11,600",,,,,,
SC,42,15208,Romelândia,"4,684",,,,,,
SC,42,15307,Salete,"7,659",,,,,,
SC,42,15356,Saltinho,"3,754",,,,,,
SC,42,15406,Salto Veloso,"4,756",,,,,,
SC,42,15455,Sangão,"12,905",,,,,,
SC,42,15505,Santa Cecília,"16,918",,,,,,
SC,42,15554,Santa Helena,"2,200",,,,,,
SC,42,15604,Santa Rosa de Lima,"2,147",,,,,,
SC,42,15653,Santa Rosa do Sul,"8,378",,,,,,
SC,42,15679,Santa Terezinha,"8,773",,,,,,
SC,42,15687,Santa Terezinha do Progresso,"2,372",,,,,,
SC,42,15695,Santiago do Sul,"1,235",,,,,,
SC,42,15703,Santo Amaro da Imperatriz,"23,579",,,,,,
SC,42,15752,São Bernardino,"2,287",,,,,,
SC,42,15802,São Bento do Sul,"85,421",,,,,,
SC,42,15901,São Bonifácio,"2,814",,,,,,
SC,42,16008,São Carlos,"11,369",,,,,,
SC,42,16057,São Cristóvão do Sul,"5,598",,,,,,
SC,42,16107,São Domingos,"9,434",,,,,,
SC,42,16206,São Francisco do Sul,"53,746",,,,,,
SC,42,16255,São João do Oeste,"6,402",,,,,,
SC,42,16305,São João Batista,"38,583",,,,,,
SC,42,16354,São João do Itaperiú,"3,759",,,,,,
SC,42,16404,São João do Sul,"7,315",,,,,,
SC,42,16503,São Joaquim,"27,139",,,,,,
SC,42,16602,São José,"250,181",,,,,,
SC,42,16701,São José do Cedro,"13,820",,,,,,
SC,42,16800,São José do Cerrito,"8,173",,,,,,
SC,42,16909,São Lourenço do Oeste,"24,291",,,,,,
SC,42,17006,São Ludgero,"13,650",,,,,,
SC,42,17105,São Martinho,"3,171",,,,,,
SC,42,17154,São Miguel da Boa Vista,"1,807",,,,,,
SC,42,17204,São Miguel do Oeste,"40,868",,,,,,
SC,42,17253,São Pedro de Alcântara,"5,935",,,,,,
SC,42,17303,Saudades,"9,810",,,,,,
SC,42,17402,Schroeder,"21,991",,,,,,
SC,42,17501,Seara,"17,576",,,,,,
SC,42,17550,Serra Alta,"3,256",,,,,,
SC,42,17600,Siderópolis,"14,092",,,,,,
SC,42,17709,Sombrio,"30,733",,,,,,
SC,42,17758,Sul Brasil,"2,423",,,,,,
SC,42,17808,Taió,"18,486",,,,,,
SC,42,17907,Tangará,"8,662",,,,,,
SC,42,17956,Tigrinhos,"1,619",,,,,,
SC,42,18004,Tijucas,"39,155",,,,,,
SC,42,18103,Timbé do Sul,"5,343",,,,,,
SC,42,18202,Timbó,"44,977",,,,,,
SC,42,18251,Timbó Grande,"7,941",,,,,,
SC,42,18301,Três Barras,"19,366",,,,,,
SC,42,18350,Treviso,"3,966",,,,,,
SC,42,18400,Treze de Maio,"7,093",,,,,,
SC,42,18509,Treze Tílias,"7,991",,,,,,
SC,42,18608,Trombudo Central,"7,434",,,,,,
SC,42,18707,Tubarão,"106,422",,,,,,
SC,42,18756,Tunápolis,"4,525",,,,,,
SC,42,18806,Turvo,"12,990",,,,,,
SC,42,18855,União do Oeste,"2,412",,,,,,
SC,42,18905,Urubici,"11,273",,,,,,
SC,42,18954,Urupema,"2,459",,,,,,
SC,42,19002,Urussanga,"21,344",,,,,,
SC,42,19101,Vargeão,"3,571",,,,,,
SC,42,19150,Vargem,"2,432",,,,,,
SC,42,19176,Vargem Bonita,"4,451",,,,,,
SC,42,19200,Vidal Ramos,"6,329",,,,,,
SC,42,19309,Videira,"53,610",,,,,,
SC,42,19358,Vitor Meireles,"4,943",,,,,,
SC,42,19408,Witmarsum,"3,998",,,,,,
SC,42,19507,Xanxerê,"51,642",,,,,,
SC,42,19606,Xavantina,"3,903",,,,,,
SC,42,19705,Xaxim,"28,983",,,,,,
SC,42,19853,Zortéa,"3,398",,,,,,
SC,42,20000,Balneário Rincão,"12,946",,,,,,
RS,43,00034,Aceguá,"4,942",,,,,,
RS,43,00059,Água Santa,"3,743",,,,,,
RS,43,00109,Agudo,"16,401",,,,,,
RS,43,00208,Ajuricaba,"6,987",,,,,,
RS,43,00307,Alecrim,"5,827",,,,,,
RS,43,00406,Alegrete,"73,028",,,,,,
RS,43,00455,Alegria,"3,374",,,,,,
RS,43,00471,Almirante Tamandaré do Sul,"1,949",,,,,,
RS,43,00505,Alpestre,"6,067",,,,,,
RS,43,00554,Alto Alegre,"1,613",,,,,,
RS,43,00570,Alto Feliz,"3,036",,,,,,
RS,43,00604,Alvorada,"211,352",,,,,,
RS,43,00638,Amaral Ferrador,"7,085",,,,,,
RS,43,00646,Ametista do Sul,"7,403",,,,,,
RS,43,00661,André da Rocha,"1,343",,,,,,
RS,43,00703,Anta Gorda,"5,961",,,,,,
RS,43,00802,Antônio Prado,"13,045",,,,,,
RS,43,00851,Arambaré,"3,562",,,,,,
RS,43,00877,Araricá,"5,771",,,,,,
RS,43,00901,Aratiba,"6,189",,,,,,
RS,43,01008,Arroio do Meio,"20,967",,,,,,
RS,43,01057,Arroio do Sal,"10,279",,,,,,
RS,43,01073,Arroio do Padre,"2,951",,,,,,
RS,43,01107,Arroio dos Ratos,"14,177",,,,,,
RS,43,01206,Arroio do Tigre,"13,413",,,,,,
RS,43,01305,Arroio Grande,"18,238",,,,,,
RS,43,01404,Arvorezinha,"10,423",,,,,,
RS,43,01503,Augusto Pestana,"6,602",,,,,,
RS,43,01552,Áurea,"3,535",,,,,,
RS,43,01602,Bagé,"121,335",,,,,,
RS,43,01636,Balneário Pinhal,"14,363",,,,,,
RS,43,01651,Barão,"6,202",,,,,,
RS,43,01701,Barão de Cotegipe,"6,620",,,,,,
RS,43,01750,Barão do Triunfo,"7,519",,,,,,
RS,43,01800,Barracão,"5,256",,,,,,
RS,43,01859,Barra do Guarita,"3,257",,,,,,
RS,43,01875,Barra do Quaraí,"4,227",,,,,,
RS,43,01909,Barra do Ribeiro,"13,556",,,,,,
RS,43,01925,Barra do Rio Azul,"1,655",,,,,,
RS,43,01958,Barra Funda,"2,551",,,,,,
RS,43,02006,Barros Cassal,"11,182",,,,,,
RS,43,02055,Benjamin Constant do Sul,"1,958",,,,,,
RS,43,02105,Bento Gonçalves,"121,803",,,,,,
RS,43,02154,Boa Vista das Missões,"2,092",,,,,,
RS,43,02204,Boa Vista do Buricá,"6,712",,,,,,
RS,43,02220,Boa Vista do Cadeado,"2,468",,,,,,
RS,43,02238,Boa Vista do Incra,"2,616",,,,,,
RS,43,02253,Boa Vista do Sul,"2,778",,,,,,
RS,43,02303,Bom Jesus,"11,309",,,,,,
RS,43,02352,Bom Princípio,"14,255",,,,,,
RS,43,02378,Bom Progresso,"1,899",,,,,,
RS,43,02402,Bom Retiro do Sul,"12,390",,,,,,
RS,43,02451,Boqueirão do Leão,"7,702",,,,,,
RS,43,02501,Bossoroca,"6,205",,,,,,
RS,43,02584,Bozano,"2,111",,,,,,
RS,43,02600,Braga,"3,311",,,,,,
RS,43,02659,Brochier,"5,104",,,,,,
RS,43,02709,Butiá,"20,952",,,,,,
RS,43,02808,Caçapava do Sul,"33,548",,,,,,
RS,43,02907,Cacequi,"12,423",,,,,,
RS,43,03004,Cachoeira do Sul,"81,869",,,,,,
RS,43,03103,Cachoeirinha,"131,240",,,,,,
RS,43,03202,Cacique Doble,"5,074",,,,,,
RS,43,03301,Caibaté,"4,823",,,,,,
RS,43,03400,Caiçara,"4,700",,,,,,
RS,43,03509,Camaquã,"66,478",,,,,,
RS,43,03558,Camargo,"2,742",,,,,,
RS,43,03608,Cambará do Sul,"6,406",,,,,,
RS,43,03673,Campestre da Serra,"3,395",,,,,,
RS,43,03707,Campina das Missões,"5,398",,,,,,
RS,43,03806,Campinas do Sul,"5,438",,,,,,
RS,43,03905,Campo Bom,"69,458",,,,,,
RS,43,04002,Campo Novo,"4,376",,,,,,
RS,43,04101,Campos Borges,"3,295",,,,,,
RS,43,04200,Candelária,"31,421",,,,,,
RS,43,04309,Cândido Godói,"6,151",,,,,,
RS,43,04358,Candiota,"9,647",,,,,,
RS,43,04408,Canela,"45,488",,,,,,
RS,43,04507,Canguçu,"56,211",,,,,,
RS,43,04606,Canoas,"348,208",,,,,,
RS,43,04614,Canudos do Vale,"1,705",,,,,,
RS,43,04622,Capão Bonito do Sul,"1,641",,,,,,
RS,43,04630,Capão da Canoa,"54,051",,,,,,
RS,43,04655,Capão do Cipó,"3,699",,,,,,
RS,43,04663,Capão do Leão,"25,409",,,,,,
RS,43,04671,Capivari do Sul,"4,728",,,,,,
RS,43,04689,Capela de Santana,"12,064",,,,,,
RS,43,04697,Capitão,"2,763",,,,,,
RS,43,04705,Carazinho,"62,265",,,,,,
RS,43,04713,Caraá,"8,350",,,,,,
RS,43,04804,Carlos Barbosa,"30,241",,,,,,
RS,43,04853,Carlos Gomes,"1,351",,,,,,
RS,43,04903,Casca,"9,051",,,,,,
RS,43,04952,Caseiros,"3,216",,,,,,
RS,43,05009,Catuípe,"8,701",,,,,,
RS,43,05108,Caxias do Sul,"517,451",,,,,,
RS,43,05116,Centenário,"2,877",,,,,,
RS,43,05124,Cerrito,"6,047",,,,,,
RS,43,05132,Cerro Branco,"4,706",,,,,,
RS,43,05157,Cerro Grande,"2,296",,,,,,
RS,43,05173,Cerro Grande do Sul,"12,413",,,,,,
RS,43,05207,Cerro Largo,"14,189",,,,,,
RS,43,05306,Chapada,"9,239",,,,,,
RS,43,05355,Charqueadas,"41,258",,,,,,
RS,43,05371,Charrua,"3,252",,,,,,
RS,43,05405,Chiapetta,"3,719",,,,,,
RS,43,05439,Chuí,"6,770",,,,,,
RS,43,05447,Chuvisca,"5,480",,,,,,
RS,43,05454,Cidreira,"16,583",,,,,,
RS,43,05504,Ciríaco,"4,719",,,,,,
RS,43,05587,Colinas,"2,469",,,,,,
RS,43,05603,Colorado,"3,130",,,,,,
RS,43,05702,Condor,"6,759",,,,,,
RS,43,05801,Constantina,"9,907",,,,,,
RS,43,05835,Coqueiro Baixo,"1,495",,,,,,
RS,43,05850,Coqueiros do Sul,"2,286",,,,,,
RS,43,05871,Coronel Barros,"2,520",,,,,,
RS,43,05900,Coronel Bicaco,"7,268",,,,,,
RS,43,05934,Coronel Pilar,"1,614",,,,,,
RS,43,05959,Cotiporã,"3,838",,,,,,
RS,43,05975,Coxilha,"2,743",,,,,,
RS,43,06007,Crissiumal,"13,357",,,,,,
RS,43,06056,Cristal,"8,067",,,,,,
RS,43,06072,Cristal do Sul,"2,844",,,,,,
RS,43,06106,Cruz Alta,"59,922",,,,,,
RS,43,06130,Cruzaltense,"1,799",,,,,,
RS,43,06205,Cruzeiro do Sul,"12,402",,,,,,
RS,43,06304,David Canabarro,"4,736",,,,,,
RS,43,06320,Derrubadas,"2,761",,,,,,
RS,43,06353,Dezesseis de Novembro,"2,378",,,,,,
RS,43,06379,Dilermando de Aguiar,"3,002",,,,,,
RS,43,06403,Dois Irmãos,"33,119",,,,,,
RS,43,06429,Dois Irmãos das Missões,"2,008",,,,,,
RS,43,06452,Dois Lajeados,"3,405",,,,,,
RS,43,06502,Dom Feliciano,"15,487",,,,,,
RS,43,06551,Dom Pedro de Alcântara,"2,527",,,,,,
RS,43,06601,Dom Pedrito,"38,339",,,,,,
RS,43,06700,Dona Francisca,"2,999",,,,,,
RS,43,06734,Doutor Maurício Cardoso,"4,462",,,,,,
RS,43,06759,Doutor Ricardo,"1,975",,,,,,
RS,43,06767,Eldorado do Sul,"41,902",,,,,,
RS,43,06809,Encantado,"22,880",,,,,,
RS,43,06908,Encruzilhada do Sul,"25,960",,,,,,
RS,43,06924,Engenho Velho,982,,,,,,
RS,43,06932,Entre-Ijuís,"8,411",,,,,,
RS,43,06957,Entre Rios do Sul,"2,758",,,,,,
RS,43,06973,Erebango,"2,982",,,,,,
RS,43,07005,Erechim,"106,633",,,,,,
RS,43,07054,Ernestina,"3,170",,,,,,
RS,43,07104,Herval,"6,814",,,,,,
RS,43,07203,Erval Grande,"4,819",,,,,,
RS,43,07302,Erval Seco,"6,802",,,,,,
RS,43,07401,Esmeralda,"3,287",,,,,,
RS,43,07450,Esperança do Sul,"2,885",,,,,,
RS,43,07500,Espumoso,"15,591",,,,,,
RS,43,07559,Estação,"5,940",,,,,,
RS,43,07609,Estância Velha,"50,672",,,,,,
RS,43,07708,Esteio,"83,279",,,,,,
RS,43,07807,Estrela,"34,399",,,,,,
RS,43,07815,Estrela Velha,"3,650",,,,,,
RS,43,07831,Eugênio de Castro,"2,352",,,,,,
RS,43,07864,Fagundes Varela,"2,741",,,,,,
RS,43,07906,Farroupilha,"73,061",,,,,,
RS,43,08003,Faxinal do Soturno,"6,663",,,,,,
RS,43,08052,Faxinalzinho,"2,284",,,,,,
RS,43,08078,Fazenda Vilanova,"4,608",,,,,,
RS,43,08102,Feliz,"13,640",,,,,,
RS,43,08201,Flores da Cunha,"31,063",,,,,,
RS,43,08250,Floriano Peixoto,"1,737",,,,,,
RS,43,08300,Fontoura Xavier,"10,241",,,,,,
RS,43,08409,Formigueiro,"6,616",,,,,,
RS,43,08433,Forquetinha,"2,400",,,,,,
RS,43,08458,Fortaleza dos Valos,"4,285",,,,,,
RS,43,08508,Frederico Westphalen,"31,498",,,,,,
RS,43,08607,Garibaldi,"35,440",,,,,,
RS,43,08656,Garruchos,"2,886",,,,,,
RS,43,08706,Gaurama,"5,489",,,,,,
RS,43,08805,General Câmara,"8,361",,,,,,
RS,43,08854,Gentil,"1,626",,,,,,
RS,43,08904,Getúlio Vargas,"16,184",,,,,,
RS,43,09001,Giruá,"15,863",,,,,,
RS,43,09050,Glorinha,"8,204",,,,,,
RS,43,09100,Gramado,"36,555",,,,,,
RS,43,09126,Gramado dos Loureiros,"2,058",,,,,,
RS,43,09159,Gramado Xavier,"4,352",,,,,,
RS,43,09209,Gravataí,"283,620",,,,,,
RS,43,09258,Guabiju,"1,490",,,,,,
RS,43,09308,Guaíba,"98,239",,,,,,
RS,43,09407,Guaporé,"25,968",,,,,,
RS,43,09506,Guarani das Missões,"7,463",,,,,,
RS,43,09555,Harmonia,"4,917",,,,,,
RS,43,09571,Herveiras,"3,019",,,,,,
RS,43,09605,Horizontina,"19,389",,,,,,
RS,43,09654,Hulha Negra,"6,836",,,,,,
RS,43,09704,Humaitá,"4,736",,,,,,
